"010004","NWBKGB21","18R","00","ACCRINGTON                 ","NAT WEST BANK PLC   ","NATIONAL WESTMINSTER BANK PLC      ","                                   ","0006","  ","A","          ","M","13/11/2017","          "," ","      ","0006","01","00","0006","01","Y","N","  ","  ","  ","  ","  ","  ","  ","I","09/07/2001","          ","006","N","          ","23/09/2008","        ","   ","   "," ","M","18/07/2017","          ","000","000006"," ","M","      ","                              ","                              ","Accrington                         ","1","                                   ","Accrington                         ","                                   ","                                   ","Chatham Customer Service Centre    ","Western Avenue                     ","Waterside Court                    ","Chatham Maritime                   ","Chatham                       ","Kent                          ","ME4 ","4RT ","0870      ","2403355 ","0"," ","NWBKGB55","XXX","     "
"010008","NWBKGB21","CMS","00","CLIENT MONIES SERVICE CTR  ","NAT WEST BANK PLC   ","NATIONAL WESTMINSTER BANK PLC      ","                                   ","0006","  ","A","          ","M","13/11/2017","          "," ","      ","0006","01","00","0006","01","Y","N","  ","  ","  ","  ","  ","  ","  ","I","09/09/2003","          ","006","N","          ","          ","        ","   ","   "," ","N","          ","          ","   ","      "," ","M","      ","                              ","                              ","CLIENT MONIES SERVICE CTR          ","1","                                   ","Client Monies Services Centre      ","                                   ","                                   ","NWB, PO Box 352                    ","Brampton Road                      ","                                   ","                                   ","Newcastle                     ","Staffs                        ","ST5 ","0QW ","08457     ","313136  ","0"," ","NWBKGB55","XXX","     "
"010013","NWBKGB21","46V","00","Wilmslow  (A)              ","NAT WEST BANK PLC   ","NATIONAL WESTMINSTER BANK PLC      ","                                   ","0006","  ","A","          ","M","13/11/2017","          "," ","      ","0006","01","00","0006","01","Y","N","  ","  ","  ","  ","  ","  ","  ","I","09/07/2001","          ","006","N","          ","23/09/2008","        ","   ","   "," ","M","18/07/2017","          ","000","000006"," ","M","      ","                              ","                              ","                                   ","1","                                   ","Wilmslow (A)                       ","                                   ","                                   ","Chatham Customer Service Centre    ","Western Avenue                     ","Waterside Court                    ","Chatham Maritime                   ","Chatham                       ","Kent                          ","ME4 ","4RT ","0870      ","2403355 ","0"," ","NWBKGB55","XXX","     "
